Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
50,5,1,0.95,LogisticRegression(max_iter=10000),0.835,0.83,-0.008,0.805,-0.009,0.83,0.795,-0.008,375,0.764,0:00:07.697064,0:00:17.275701
50,5,1,0.925,MultinomialNB(),0.776,0.766,-0.072,0.748,-0.067,0.766,0.754,-0.05,314,0.64,0:00:00.047744,0:00:13.228082
50,5,1,0.925,LinearSVC(max_iter=10000),0.832,0.829,-0.01,0.804,-0.011,0.829,0.793,-0.01,314,0.64,0:01:43.460753,0:00:13.228082
50,5,1,0.925,LogisticRegression(max_iter=10000),0.834,0.83,-0.008,0.805,-0.009,0.83,0.795,-0.009,314,0.64,0:00:04.735718,0:00:13.228082
50,5,1,0.9,MultinomialNB(),0.769,0.759,-0.079,0.744,-0.07,0.759,0.755,-0.049,270,0.55,0:00:00.043099,0:00:10.017130
50,5,1,0.9,LinearSVC(max_iter=10000),0.829,0.828,-0.01,0.803,-0.012,0.828,0.792,-0.012,270,0.55,0:00:56.031478,0:00:10.017130
50,5,1,0.9,LogisticRegression(max_iter=10000),0.831,0.829,-0.009,0.804,-0.01,0.829,0.794,-0.009,270,0.55,0:00:03.561103,0:00:10.017130
50,5,1,0.85,MultinomialNB(),0.771,0.767,-0.071,0.752,-0.062,0.767,0.763,-0.04,226,0.46,0:00:00.037122,0:00:08.411865
50,5,1,0.85,LinearSVC(max_iter=10000),0.827,0.82,-0.018,0.794,-0.021,0.82,0.784,-0.02,226,0.46,0:01:03.669186,0:00:08.411865
50,5,1,0.85,LogisticRegression(max_iter=10000),0.828,0.82,-0.018,0.794,-0.02,0.82,0.784,-0.019,226,0.46,0:00:02.701364,0:00:08.411865
50,5,1,0.8,MultinomialNB(),0.764,0.758,-0.081,0.74,-0.074,0.758,0.748,-0.055,181,0.369,0:00:00.040938,0:00:06.453144
50,5,1,0.8,LinearSVC(max_iter=10000),0.819,0.813,-0.025,0.786,-0.029,0.813,0.775,-0.028,181,0.369,0:00:41.456074,0:00:06.453144
50,5,1,0.8,LogisticRegression(max_iter=10000),0.82,0.818,-0.02,0.792,-0.023,0.818,0.782,-0.021,181,0.369,0:00:01.951844,0:00:06.453144
50,5,1,0.7,MultinomialNB(),0.751,0.741,-0.098,0.725,-0.089,0.741,0.737,-0.067,118,0.24,0:00:00.023513,0:00:04.595672
50,5,1,0.7,LinearSVC(max_iter=10000),0.798,0.801,-0.037,0.774,-0.04,0.801,0.767,-0.037,118,0.24,0:00:18.988428,0:00:04.595672
50,5,1,0.7,LogisticRegression(max_iter=10000),0.802,0.801,-0.038,0.774,-0.041,0.801,0.766,-0.037,118,0.24,0:00:01.189906,0:00:04.595672
50,5,1,0.6,MultinomialNB(),0.727,0.717,-0.122,0.706,-0.109,0.717,0.725,-0.078,58,0.118,0:00:00.015960,0:00:03.337721
50,5,1,0.6,LinearSVC(max_iter=10000),0.787,0.781,-0.057,0.752,-0.063,0.781,0.745,-0.058,58,0.118,0:00:02.709324,0:00:03.337721
50,5,1,0.6,LogisticRegression(max_iter=10000),0.793,0.794,-0.044,0.763,-0.051,0.794,0.754,-0.049,58,0.118,0:00:00.692210,0:00:03.337721
50,5,2,1,MultinomialNB(),0.786,0.778,0,0.759,0,0.778,0.763,0,206,1,0:00:00.034576,0:00:05.713333
50,5,2,1,LinearSVC(max_iter=10000),0.833,0.835,0,0.811,0,0.835,0.799,0,206,1,0:00:43.689758,0:00:05.713333
50,5,2,1,LogisticRegression(max_iter=10000),0.835,0.836,0,0.811,0,0.836,0.8,0,206,1,0:00:03.954380,0:00:05.713333
50,5,2,0.975,MultinomialNB(),0.785,0.777,-0.059,0.758,-0.053,0.777,0.762,-0.039,195,0.947,0:00:00.033631,0:00:05.228087
50,5,2,0.975,LinearSVC(max_iter=10000),0.827,0.832,-0.004,0.807,-0.004,0.832,0.797,-0.004,195,0.947,0:00:47.015501,0:00:05.228087
50,5,2,0.975,LogisticRegression(max_iter=10000),0.829,0.83,-0.005,0.806,-0.006,0.83,0.795,-0.005,195,0.947,0:00:03.794730,0:00:05.228087
50,5,2,0.95,MultinomialNB(),0.783,0.775,-0.06,0.758,-0.053,0.775,0.765,-0.035,171,0.83,0:00:00.029829,0:00:04.410919
50,5,2,0.95,LinearSVC(max_iter=10000),0.827,0.833,-0.002,0.809,-0.002,0.833,0.798,-0.002,171,0.83,0:00:35.634179,0:00:04.410919
50,5,2,0.95,LogisticRegression(max_iter=10000),0.829,0.831,-0.004,0.807,-0.005,0.831,0.796,-0.004,171,0.83,0:00:03.006520,0:00:04.410919
50,5,2,0.925,MultinomialNB(),0.775,0.769,-0.066,0.755,-0.056,0.769,0.767,-0.033,148,0.718,0:00:00.026693,0:00:03.497270
50,5,2,0.925,LinearSVC(max_iter=10000),0.827,0.832,-0.004,0.807,-0.004,0.832,0.796,-0.004,148,0.718,0:00:26.647250,0:00:03.497270
50,5,2,0.925,LogisticRegression(max_iter=10000),0.828,0.829,-0.006,0.804,-0.007,0.829,0.793,-0.007,148,0.718,0:00:02.188018,0:00:03.497270
50,5,2,0.9,MultinomialNB(),0.767,0.76,-0.075,0.748,-0.063,0.76,0.764,-0.036,123,0.597,0:00:00.023695,0:00:02.756923
50,5,2,0.9,LinearSVC(max_iter=10000),0.824,0.83,-0.006,0.804,-0.007,0.83,0.793,-0.007,123,0.597,0:00:20.030707,0:00:02.756923
50,5,2,0.9,LogisticRegression(max_iter=10000),0.826,0.827,-0.009,0.801,-0.01,0.827,0.791,-0.01,123,0.597,0:00:01.307724,0:00:02.756923
50,5,2,0.85,MultinomialNB(),0.755,0.748,-0.088,0.735,-0.076,0.748,0.75,-0.05,105,0.51,0:00:00.024092,0:00:02.312770
50,5,2,0.85,LinearSVC(max_iter=10000),0.819,0.82,-0.016,0.794,-0.018,0.82,0.784,-0.016,105,0.51,0:00:16.110206,0:00:02.312770
50,5,2,0.85,LogisticRegression(max_iter=10000),0.821,0.818,-0.017,0.792,-0.019,0.818,0.783,-0.017,105,0.51,0:00:00.906741,0:00:02.312770
50,5,2,0.8,MultinomialNB(),0.747,0.737,-0.098,0.723,-0.088,0.737,0.737,-0.064,88,0.427,0:00:00.019218,0:00:02.042708
50,5,2,0.8,LinearSVC(max_iter=10000),0.804,0.807,-0.029,0.781,-0.03,0.807,0.773,-0.027,88,0.427,0:00:09.541455,0:00:02.042708
50,5,2,0.8,LogisticRegression(max_iter=10000),0.806,0.806,-0.03,0.78,-0.031,0.806,0.773,-0.027,88,0.427,0:00:00.891807,0:00:02.042708
50,5,2,0.7,MultinomialNB(),0.735,0.726,-0.109,0.713,-0.099,0.726,0.727,-0.073,62,0.301,0:00:00.015951,0:00:01.601283
50,5,2,0.7,LinearSVC(max_iter=10000),0.792,0.789,-0.047,0.764,-0.048,0.789,0.759,-0.041,62,0.301,0:00:03.060107,0:00:01.601283
50,5,2,0.7,LogisticRegression(max_iter=10000),0.8,0.798,-0.038,0.771,-0.04,0.798,0.764,-0.036,62,0.301,0:00:00.558022,0:00:01.601283
50,5,2,0.6,MultinomialNB(),0.727,0.713,-0.123,0.702,-0.109,0.713,0.72,-0.08,30,0.146,0:00:00.011185,0:00:01.326027
50,5,2,0.6,LinearSVC(max_iter=10000),0.798,0.788,-0.047,0.748,-0.063,0.788,0.734,-0.066,30,0.146,0:00:00.985307,0:00:01.326027
50,5,2,0.6,LogisticRegression(max_iter=10000),0.799,0.791,-0.045,0.752,-0.059,0.791,0.739,-0.061,30,0.146,0:00:00.310165,0:00:01.326027
50,10,1,1,MultinomialNB(),0.747,0.746,0,0.694,0,0.746,0.684,0,1356,1,0:00:00.172260,0:03:12.666003
50,10,1,1,LinearSVC(max_iter=10000),0.855,0.823,0,0.798,0,0.823,0.789,0,1356,1,0:05:54.092559,0:03:12.666003
50,10,1,1,LogisticRegression(max_iter=10000),0.853,0.827,0,0.802,0,0.827,0.792,0,1356,1,0:00:39.763909,0:03:12.666003
50,10,1,0.975,MultinomialNB(),0.746,0.743,-0.084,0.694,-0.107,0.743,0.685,-0.107,1082,0.798,0:00:00.141462,0:02:07.582069
50,10,1,0.975,LinearSVC(max_iter=10000),0.847,0.819,-0.007,0.795,-0.007,0.819,0.786,-0.006,1082,0.798,0:04:55.414823,0:02:07.582069
50,10,1,0.975,LogisticRegression(max_iter=10000),0.849,0.822,-0.004,0.798,-0.004,0.822,0.789,-0.003,1082,0.798,0:00:29.312597,0:02:07.582069
50,10,1,0.95,MultinomialNB(),0.743,0.737,-0.09,0.699,-0.102,0.737,0.693,-0.099,878,0.647,0:00:00.119012,0:01:26.848504
50,10,1,0.95,LinearSVC(max_iter=10000),0.842,0.821,-0.005,0.796,-0.006,0.821,0.787,-0.005,878,0.647,0:03:49.617521,0:01:26.848504
50,10,1,0.95,LogisticRegression(max_iter=10000),0.842,0.824,-0.003,0.8,-0.002,0.824,0.792,0,878,0.647,0:00:21.404172,0:01:26.848504
50,10,1,0.925,MultinomialNB(),0.741,0.728,-0.099,0.7,-0.102,0.728,0.7,-0.092,731,0.539,0:00:00.099308,0:01:02.970510
50,10,1,0.925,LinearSVC(max_iter=10000),0.838,0.824,-0.002,0.8,-0.002,0.824,0.79,-0.002,731,0.539,0:02:59.854119,0:01:02.970510
50,10,1,0.925,LogisticRegression(max_iter=10000),0.841,0.824,-0.003,0.8,-0.002,0.824,0.791,-0.001,731,0.539,0:00:14.219096,0:01:02.970510
50,10,1,0.9,MultinomialNB(),0.741,0.726,-0.101,0.704,-0.098,0.726,0.709,-0.083,631,0.465,0:00:00.087213,0:00:49.405412
50,10,1,0.9,LinearSVC(max_iter=10000),0.837,0.822,-0.005,0.797,-0.005,0.822,0.789,-0.003,631,0.465,0:02:46.267903,0:00:49.405412
50,10,1,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.004,0.798,-0.004,0.822,0.79,-0.002,631,0.465,0:00:11.588097,0:00:49.405412
50,10,1,0.85,MultinomialNB(),0.745,0.739,-0.088,0.721,-0.081,0.739,0.729,-0.063,494,0.364,0:00:00.071177,0:00:33.305601
50,10,1,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.005,0.797,-0.005,0.821,0.788,-0.004,494,0.364,0:02:12.348899,0:00:33.305601
50,10,1,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.005,0.798,-0.004,0.822,0.79,-0.002,494,0.364,0:00:07.854311,0:00:33.305601
50,10,1,0.8,MultinomialNB(),0.744,0.745,-0.082,0.729,-0.072,0.745,0.74,-0.052,392,0.289,0:00:00.057961,0:00:24.423438
50,10,1,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.007,0.794,-0.008,0.82,0.785,-0.007,392,0.289,0:01:38.377699,0:00:24.423438
50,10,1,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.005,0.797,-0.005,0.822,0.788,-0.003,392,0.289,0:00:05.613661,0:00:24.423438
50,10,1,0.7,MultinomialNB(),0.756,0.756,-0.071,0.742,-0.06,0.756,0.754,-0.038,244,0.18,0:00:00.038827,0:00:15.624724
50,10,1,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.018,0.781,-0.021,0.808,0.773,-0.019,244,0.18,0:01:13.034851,0:00:15.624724
50,10,1,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.017,0.782,-0.019,0.809,0.774,-0.018,244,0.18,0:00:03.828156,0:00:15.624724
50,10,1,0.6,MultinomialNB(),0.739,0.73,-0.097,0.718,-0.084,0.73,0.734,-0.058,109,0.08,0:00:00.022821,0:00:09.943663
50,10,1,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.034,0.762,-0.04,0.792,0.753,-0.039,109,0.08,0:00:10.919260,0:00:09.943663
50,10,1,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.033,0.762,-0.039,0.793,0.753,-0.039,109,0.08,0:00:01.241060,0:00:09.943663
50,10,2,1,MultinomialNB(),0.751,0.748,0,0.703,0,0.748,0.694,0,1082,1,0:00:00.139741,0:02:06.942382
50,10,2,1,LinearSVC(max_iter=10000),0.852,0.826,0,0.801,0,0.826,0.792,0,1082,1,0:04:48.869237,0:02:06.942382
50,10,2,1,LogisticRegression(max_iter=10000),0.851,0.83,0,0.806,0,0.83,0.797,0,1082,1,0:00:28.353158,0:02:06.942382
50,10,2,0.975,MultinomialNB(),0.751,0.744,-0.086,0.702,-0.104,0.744,0.694,-0.103,965,0.892,0:00:00.125959,0:01:40.817808
50,10,2,0.975,LinearSVC(max_iter=10000),0.848,0.821,-0.009,0.797,-0.01,0.821,0.788,-0.009,965,0.892,0:04:23.421869,0:01:40.817808
50,10,2,0.975,LogisticRegression(max_iter=10000),0.847,0.825,-0.005,0.801,-0.005,0.825,0.792,-0.005,965,0.892,0:00:24.213903,0:01:40.817808
50,10,2,0.95,MultinomialNB(),0.748,0.741,-0.089,0.706,-0.1,0.741,0.701,-0.096,822,0.76,0:00:00.109471,0:01:15.424088
50,10,2,0.95,LinearSVC(max_iter=10000),0.84,0.823,-0.007,0.799,-0.007,0.823,0.79,-0.007,822,0.76,0:03:27.349377,0:01:15.424088
50,10,2,0.95,LogisticRegression(max_iter=10000),0.842,0.825,-0.005,0.802,-0.005,0.825,0.793,-0.004,822,0.76,0:00:18.570627,0:01:15.424088
50,10,2,0.925,MultinomialNB(),0.745,0.731,-0.099,0.704,-0.103,0.731,0.704,-0.093,699,0.646,0:00:00.095139,0:00:56.333115
50,10,2,0.925,LinearSVC(max_iter=10000),0.839,0.824,-0.006,0.799,-0.007,0.824,0.79,-0.007,699,0.646,0:02:52.548129,0:00:56.333115
50,10,2,0.925,LogisticRegression(max_iter=10000),0.84,0.826,-0.004,0.802,-0.004,0.826,0.794,-0.003,699,0.646,0:00:13.543419,0:00:56.333115
50,10,2,0.9,MultinomialNB(),0.744,0.729,-0.101,0.708,-0.099,0.729,0.712,-0.085,608,0.562,0:00:00.084460,0:00:44.393680
50,10,2,0.9,LinearSVC(max_iter=10000),0.837,0.823,-0.007,0.798,-0.008,0.823,0.79,-0.007,608,0.562,0:02:41.169211,0:00:44.393680
50,10,2,0.9,LogisticRegression(max_iter=10000),0.838,0.824,-0.006,0.8,-0.006,0.824,0.792,-0.005,608,0.562,0:00:10.176342,0:00:44.393680
50,10,2,0.85,MultinomialNB(),0.746,0.74,-0.09,0.723,-0.084,0.74,0.73,-0.066,485,0.448,0:00:00.068445,0:00:30.920110
50,10,2,0.85,LinearSVC(max_iter=10000),0.832,0.82,-0.01,0.795,-0.011,0.82,0.787,-0.01,485,0.448,0:02:10.809085,0:00:30.920110
50,10,2,0.85,LogisticRegression(max_iter=10000),0.834,0.821,-0.009,0.797,-0.009,0.821,0.789,-0.008,485,0.448,0:00:08.119617,0:00:30.920110
50,10,2,0.8,MultinomialNB(),0.746,0.748,-0.082,0.732,-0.074,0.748,0.743,-0.054,387,0.358,0:00:00.057056,0:00:22.222679
50,10,2,0.8,LinearSVC(max_iter=10000),0.827,0.819,-0.011,0.794,-0.013,0.819,0.785,-0.012,387,0.358,0:01:52.520720,0:00:22.222679
50,10,2,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.008,0.797,-0.01,0.822,0.788,-0.009,387,0.358,0:00:06.318835,0:00:22.222679
50,10,2,0.7,MultinomialNB(),0.757,0.756,-0.074,0.742,-0.064,0.756,0.755,-0.042,241,0.223,0:00:00.038826,0:00:12.795885
50,10,2,0.7,LinearSVC(max_iter=10000),0.81,0.809,-0.021,0.782,-0.024,0.809,0.774,-0.023,241,0.223,0:01:14.584865,0:00:12.795885
50,10,2,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.021,0.782,-0.024,0.809,0.773,-0.024,241,0.223,0:00:03.621692,0:00:12.795885
50,10,2,0.6,MultinomialNB(),0.738,0.73,-0.1,0.718,-0.089,0.73,0.734,-0.063,108,0.1,0:00:00.023470,0:00:08.215661
50,10,2,0.6,LinearSVC(max_iter=10000),0.796,0.793,-0.038,0.762,-0.044,0.793,0.753,-0.044,108,0.1,0:00:10.668846,0:00:08.215661
50,10,2,0.6,LogisticRegression(max_iter=10000),0.798,0.794,-0.037,0.763,-0.044,0.794,0.753,-0.044,108,0.1,0:00:01.369990,0:00:08.215661
50,15,1,1,MultinomialNB(),0.745,0.744,0,0.69,0,0.744,0.68,0,1454,1,0:00:00.188168,0:03:41.893469
50,15,1,1,LinearSVC(max_iter=10000),0.856,0.816,0,0.792,0,0.816,0.785,0,1454,1,0:06:16.979874,0:03:41.893469
50,15,1,1,LogisticRegression(max_iter=10000),0.854,0.825,0,0.8,0,0.825,0.79,0,1454,1,0:00:45.057588,0:03:41.893469
50,15,1,0.975,MultinomialNB(),0.746,0.744,-0.082,0.695,-0.105,0.744,0.685,-0.105,1121,0.771,0:00:00.144042,0:02:16.222729
50,15,1,0.975,LinearSVC(max_iter=10000),0.848,0.817,-0.008,0.792,-0.008,0.817,0.784,-0.006,1121,0.771,0:05:03.811016,0:02:16.222729
50,15,1,0.975,LogisticRegression(max_iter=10000),0.849,0.823,-0.002,0.799,-0.001,0.823,0.791,0,1121,0.771,0:00:30.924375,0:02:16.222729
50,15,1,0.95,MultinomialNB(),0.742,0.735,-0.091,0.696,-0.104,0.735,0.69,-0.1,897,0.617,0:00:00.120048,0:01:30.386262
50,15,1,0.95,LinearSVC(max_iter=10000),0.841,0.819,-0.006,0.795,-0.006,0.819,0.786,-0.004,897,0.617,0:03:58.975670,0:01:30.386262
50,15,1,0.95,LogisticRegression(max_iter=10000),0.842,0.824,-0.002,0.8,0,0.824,0.792,0.001,897,0.617,0:00:21.461120,0:01:30.386262
50,15,1,0.925,MultinomialNB(),0.74,0.728,-0.097,0.7,-0.1,0.728,0.699,-0.091,740,0.509,0:00:00.103562,0:01:05.001164
50,15,1,0.925,LinearSVC(max_iter=10000),0.838,0.822,-0.003,0.797,-0.003,0.822,0.788,-0.003,740,0.509,0:03:03.407019,0:01:05.001164
50,15,1,0.925,LogisticRegression(max_iter=10000),0.84,0.824,-0.001,0.8,0,0.824,0.791,0.001,740,0.509,0:00:14.693858,0:01:05.001164
50,15,1,0.9,MultinomialNB(),0.74,0.726,-0.099,0.705,-0.096,0.726,0.709,-0.081,635,0.437,0:00:00.090600,0:00:50.341285
50,15,1,0.9,LinearSVC(max_iter=10000),0.837,0.821,-0.004,0.797,-0.003,0.821,0.788,-0.002,635,0.437,0:02:47.693992,0:00:50.341285
50,15,1,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.003,0.798,-0.002,0.822,0.79,0,635,0.437,0:00:09.675339,0:00:50.341285
50,15,1,0.85,MultinomialNB(),0.744,0.738,-0.088,0.72,-0.081,0.738,0.728,-0.063,495,0.34,0:00:00.071075,0:00:34.090019
50,15,1,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.005,0.796,-0.004,0.821,0.787,-0.003,495,0.34,0:02:13.795256,0:00:34.090019
50,15,1,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.003,0.798,-0.002,0.822,0.79,-0.001,495,0.34,0:00:07.979609,0:00:34.090019
50,15,1,0.8,MultinomialNB(),0.744,0.745,-0.081,0.729,-0.071,0.745,0.74,-0.05,392,0.27,0:00:00.057729,0:00:24.984760
50,15,1,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.006,0.794,-0.006,0.82,0.785,-0.005,392,0.27,0:01:38.038842,0:00:24.984760
50,15,1,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.003,0.798,-0.003,0.822,0.789,-0.001,392,0.27,0:00:05.947566,0:00:24.984760
50,15,1,0.7,MultinomialNB(),0.756,0.756,-0.07,0.742,-0.059,0.756,0.754,-0.036,244,0.168,0:00:00.039246,0:00:15.340425
50,15,1,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.017,0.781,-0.019,0.808,0.773,-0.018,244,0.168,0:00:58.154256,0:00:15.340425
50,15,1,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.016,0.782,-0.018,0.809,0.774,-0.017,244,0.168,0:00:03.518304,0:00:15.340425
50,15,1,0.6,MultinomialNB(),0.739,0.73,-0.095,0.718,-0.083,0.73,0.734,-0.057,109,0.075,0:00:00.023622,0:00:10.360296
50,15,1,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.033,0.762,-0.038,0.792,0.753,-0.037,109,0.075,0:00:19.219233,0:00:10.360296
50,15,1,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.032,0.762,-0.038,0.793,0.753,-0.037,109,0.075,0:00:01.274296,0:00:10.360296
50,15,2,1,MultinomialNB(),0.745,0.743,0,0.693,0,0.743,0.684,0,1264,1,0:00:00.164133,0:02:49.044265
50,15,2,1,LinearSVC(max_iter=10000),0.854,0.822,0,0.797,0,0.822,0.789,0,1264,1,0:05:29.304950,0:02:49.044265
50,15,2,1,LogisticRegression(max_iter=10000),0.853,0.827,0,0.803,0,0.827,0.793,0,1264,1,0:00:34.602369,0:02:49.044265
50,15,2,0.975,MultinomialNB(),0.745,0.743,-0.084,0.695,-0.107,0.743,0.686,-0.107,1089,0.862,0:00:00.140481,0:02:08.010232
50,15,2,0.975,LinearSVC(max_iter=10000),0.847,0.818,-0.009,0.793,-0.01,0.818,0.785,-0.008,1089,0.862,0:04:56.582325,0:02:08.010232
50,15,2,0.975,LogisticRegression(max_iter=10000),0.848,0.823,-0.004,0.799,-0.004,0.823,0.79,-0.003,1089,0.862,0:00:27.496487,0:02:08.010232
50,15,2,0.95,MultinomialNB(),0.742,0.735,-0.093,0.696,-0.106,0.735,0.69,-0.103,894,0.707,0:00:00.120822,0:01:29.196318
50,15,2,0.95,LinearSVC(max_iter=10000),0.842,0.82,-0.007,0.795,-0.008,0.82,0.786,-0.007,894,0.707,0:03:55.866608,0:01:29.196318
50,15,2,0.95,LogisticRegression(max_iter=10000),0.842,0.824,-0.004,0.8,-0.003,0.824,0.792,-0.001,894,0.707,0:00:20.881428,0:01:29.196318
50,15,2,0.925,MultinomialNB(),0.74,0.728,-0.1,0.7,-0.103,0.728,0.699,-0.094,739,0.585,0:00:00.099840,0:01:03.534537
50,15,2,0.925,LinearSVC(max_iter=10000),0.838,0.822,-0.005,0.797,-0.005,0.822,0.788,-0.005,739,0.585,0:03:01.743441,0:01:03.534537
50,15,2,0.925,LogisticRegression(max_iter=10000),0.841,0.824,-0.003,0.8,-0.003,0.824,0.791,-0.002,739,0.585,0:00:14.810557,0:01:03.534537
50,15,2,0.9,MultinomialNB(),0.74,0.726,-0.101,0.705,-0.098,0.726,0.709,-0.084,635,0.502,0:00:00.099850,0:00:49.907163
50,15,2,0.9,LinearSVC(max_iter=10000),0.837,0.821,-0.006,0.797,-0.006,0.821,0.788,-0.004,635,0.502,0:02:52.610043,0:00:49.907163
50,15,2,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.005,0.798,-0.004,0.822,0.79,-0.003,635,0.502,0:00:09.681884,0:00:49.907163
50,15,2,0.85,MultinomialNB(),0.744,0.738,-0.09,0.72,-0.083,0.738,0.728,-0.065,495,0.392,0:00:00.071271,0:00:33.469437
50,15,2,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.007,0.796,-0.007,0.821,0.787,-0.005,495,0.392,0:02:14.157810,0:00:33.469437
50,15,2,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.005,0.798,-0.005,0.822,0.79,-0.003,495,0.392,0:00:07.932610,0:00:33.469437
50,15,2,0.8,MultinomialNB(),0.744,0.745,-0.083,0.729,-0.073,0.745,0.74,-0.052,392,0.31,0:00:00.058132,0:00:24.019605
50,15,2,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.008,0.794,-0.009,0.82,0.785,-0.008,392,0.31,0:01:52.712792,0:00:24.019605
50,15,2,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.005,0.798,-0.005,0.822,0.789,-0.004,392,0.31,0:00:05.963550,0:00:24.019605
50,15,2,0.7,MultinomialNB(),0.756,0.756,-0.072,0.742,-0.061,0.756,0.754,-0.039,244,0.193,0:00:00.039633,0:00:14.276522
50,15,2,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.019,0.781,-0.021,0.808,0.773,-0.02,244,0.193,0:01:14.788611,0:00:14.276522
50,15,2,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.018,0.782,-0.02,0.809,0.774,-0.019,244,0.193,0:00:03.544388,0:00:14.276522
50,15,2,0.6,MultinomialNB(),0.739,0.73,-0.097,0.718,-0.085,0.73,0.734,-0.059,109,0.086,0:00:00.023016,0:00:09.633146
50,15,2,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.035,0.762,-0.041,0.792,0.753,-0.04,109,0.086,0:00:18.840010,0:00:09.633146
50,15,2,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.034,0.762,-0.04,0.793,0.753,-0.04,109,0.086,0:00:01.243658,0:00:09.633146
100,5,1,1,MultinomialNB(),0.773,0.771,0,0.724,0,0.771,0.711,0,678,1,0:00:00.093145,0:00:51.951307
100,5,1,1,LinearSVC(max_iter=10000),0.844,0.832,0,0.808,0,0.832,0.798,0,678,1,0:02:46.711670,0:00:51.951307
100,5,1,1,LogisticRegression(max_iter=10000),0.844,0.834,0,0.81,0,0.834,0.8,0,678,1,0:00:15.308213,0:00:51.951307
100,5,1,0.975,MultinomialNB(),0.773,0.77,-0.064,0.726,-0.084,0.77,0.714,-0.086,585,0.863,0:00:00.082276,0:00:39.938661
100,5,1,0.975,LinearSVC(max_iter=10000),0.837,0.824,-0.01,0.799,-0.011,0.824,0.79,-0.01,585,0.863,0:02:34.830233,0:00:39.938661
100,5,1,0.975,LogisticRegression(max_iter=10000),0.836,0.828,-0.005,0.804,-0.006,0.828,0.794,-0.006,585,0.863,0:00:13.260148,0:00:39.938661
100,5,1,0.95,MultinomialNB(),0.776,0.765,-0.068,0.731,-0.079,0.765,0.723,-0.077,505,0.745,0:00:00.072790,0:00:31.536278
100,5,1,0.95,LinearSVC(max_iter=10000),0.836,0.827,-0.007,0.802,-0.008,0.827,0.792,-0.008,505,0.745,0:02:14.622455,0:00:31.536278
100,5,1,0.95,LogisticRegression(max_iter=10000),0.836,0.826,-0.007,0.802,-0.008,0.826,0.793,-0.007,505,0.745,0:00:10.344080,0:00:31.536278
100,5,1,0.925,MultinomialNB(),0.773,0.762,-0.071,0.738,-0.072,0.762,0.738,-0.062,423,0.624,0:00:00.061269,0:00:23.691957
100,5,1,0.925,LinearSVC(max_iter=10000),0.834,0.83,-0.004,0.804,-0.005,0.83,0.794,-0.006,423,0.624,0:01:49.764180,0:00:23.691957
100,5,1,0.925,LogisticRegression(max_iter=10000),0.835,0.828,-0.005,0.804,-0.006,0.828,0.794,-0.006,423,0.624,0:00:07.321862,0:00:23.691957
100,5,1,0.9,MultinomialNB(),0.769,0.756,-0.078,0.737,-0.072,0.756,0.744,-0.056,369,0.544,0:00:00.054544,0:00:19.254616
100,5,1,0.9,LinearSVC(max_iter=10000),0.829,0.828,-0.005,0.803,-0.007,0.828,0.793,-0.007,369,0.544,0:01:45.527775,0:00:19.254616
100,5,1,0.9,LogisticRegression(max_iter=10000),0.831,0.83,-0.004,0.805,-0.005,0.83,0.795,-0.005,369,0.544,0:00:05.208117,0:00:19.254616
100,5,1,0.85,MultinomialNB(),0.769,0.767,-0.067,0.75,-0.06,0.767,0.757,-0.043,302,0.445,0:00:00.047580,0:00:13.634502
100,5,1,0.85,LinearSVC(max_iter=10000),0.828,0.82,-0.014,0.794,-0.016,0.82,0.784,-0.016,302,0.445,0:01:41.150056,0:00:13.634502
